location	productivity	my_geom
Sidney Airport - Stirling Way	High	POLYGON ((48.64727 -123.4092, 48.64734 -123.4089, 48.64685 -123.4066, 48.64528 -123.4058, 48.64469 -123.4066, 48.64468 -123.4079, 48.64599 -123.4089, 48.64727 -123.4092))
